CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40686067,MCDONALD'S,Brooklyn,652,MEEKER AVENUE,11222,7184866195,Hamburgers,04/03/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,A,04/03/2019,06/28/2020,Cycle Inspection / Initial Inspection
50001148,MCDONALD'S,Manhattan,148,WEST  125 STREET,10027,6467904636,Hamburgers,05/25/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,18,,,06/28/2020,Cycle Inspection / Initial Inspection
40369724,MCDONALD'S,Queens,10615,71 AVENUE,11375,7187938181,Hamburgers,05/06/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,20,,,06/28/2020,Cycle Inspection / Initial Inspection
40392256,MCDONALD'S,Queens,40-18,MAIN STREET,11354,7189391881,Hamburgers,02/11/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,5,A,02/11/2020,06/28/2020,Cycle Inspection / Re-inspection
50038733,HERO SHOP,Brooklyn,1211,MCDONALD AVENUE,11230,7183385472,American,01/10/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,25,B,01/10/2020,06/28/2020,Cycle Inspection / Re-inspection
41385362,MCDONALD'S,Bronx,2630,JEROME AVENUE,10468,7182201982,Hamburgers,06/29/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,06/29/2017,06/28/2020,Cycle Inspection / Re-inspection
50052663,SET BAR LOUNGE & BILLARDS,Brooklyn,1828,MCDONALD AVENUE,11223,7187585999,American,09/27/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,44,,,06/28/2020,Cycle Inspection / Initial Inspection
40395910,MCDONALD'S,Queens,250-01,NORTHERN BOULEVARD,11362,7182297701,Hamburgers,04/17/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,04/17/2017,06/28/2020,Cycle Inspection / Initial Inspection
50050671,MCDONALDS,Bronx,279,EAST  149 STREET,10451,7182928812,American,08/26/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,08/26/2016,06/28/2020,Pre-permit (Operational) / Re-inspection
50060786,MCDONALD'S,Manhattan,1188,6 AVENUE,10036,2129442720,American,10/29/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,,,06/28/2020,Cycle Inspection / Initial Inspection
40395653,MCDONALD'S,Bronx,300,EAST  204 STREET,10467,7186531387,Hamburgers,01/07/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,01/07/2019,06/28/2020,Cycle Inspection / Initial Inspection
50016931,MCDONALD'S,Brooklyn,5407,KINGS PLZ,11234,7182525460,Hamburgers,02/11/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,02/11/2019,06/28/2020,Cycle Inspection / Initial Inspection
50050670,MCDONALD'S,Bronx,839,WESTCHESTER AVENUE,10455,7183284936,American,08/14/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,34,,,06/28/2020,Cycle Inspection / Initial Inspection
41463512,MCDONALD'S,Manhattan,824,3 AVENUE,10022,6469186885,Hamburgers,05/24/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,37,,,06/28/2020,Cycle Inspection / Initial Inspection
50087016,MCDONALD'S,Manhattan,686,6 AVENUE,10010,2126040621,American,02/07/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,02/07/2020,06/28/2020,Cycle Inspection / Initial Inspection
50033277,MCDONALD'S,Queens,24410,MERRICK BLVD,11422,7189794803,American,05/14/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,05/14/2019,06/28/2020,Cycle Inspection / Initial Inspection
50037580,MCDONALD'S,Bronx,5765,BROADWAY,10463,7187964447,American,12/12/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,21,,,06/28/2020,Cycle Inspection / Initial Inspection
40395935,MCDONALD'S,Staten Island,1660,RICHMOND AVENUE,10314,7184943400,Hamburgers,01/07/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,19,,,06/28/2020,Cycle Inspection / Initial Inspection
41275242,MCDONALD'S,Manhattan,262,CANAL STREET,10013,2129415823,Hamburgers,05/23/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,10,,,06/28/2020,Cycle Inspection / Initial Inspection
40978571,STARLITE LOUNGE,Brooklyn,1213,MCDONALD AVENUE,11230,7182522435,American,04/20/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,04/20/2016,06/28/2020,Cycle Inspection / Initial Inspection
41241636,MCDONALD'S,Manhattan,3410,BROADWAY,10031,3472264150,Hamburgers,09/02/2016,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",N,,,,06/28/2020,Administrative Miscellaneous / Initial Inspection
50056248,MCDONALD'S,Manhattan,14,EAST   47 STREET,10017,2126978148,Hamburgers,02/07/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,19,,,06/28/2020,Cycle Inspection / Initial Inspection
40794103,MCDONALD'S,Bronx,1600,BRUCKNER BOULEVARD,10473,7186170869,Hamburgers,04/25/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7,A,04/25/2019,06/28/2020,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,Brooklyn,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,05/12/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,22,,,06/28/2020,Cycle Inspection / Initial Inspection
41385362,MCDONALD'S,Bronx,2630,JEROME AVENUE,10468,7182201982,Hamburgers,11/02/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,38,,,06/28/2020,Cycle Inspection / Initial Inspection
41195795,MCDONALD'S,Brooklyn,2800,ATLANTIC AVENUE,11207,7186477818,American,01/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,01/11/2019,06/28/2020,Cycle Inspection / Initial Inspection
41450623,MCDONALD'S,Brooklyn,57,EMPIRE BOULEVARD,11225,7182828100,Hamburgers,12/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,12/11/2019,06/28/2020,Cycle Inspection / Initial Inspection
50066844,MCDONALD'S,Bronx,1101,EAST TREMONT AVENUE,10460,7188244123,Sandwiches/Salads/Mixed Buffet,01/29/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,,,06/28/2020,Cycle Inspection / Initial Inspection
40377294,MCDONALD'S,Queens,7002,COOPER AVENUE,11385,7184970722,Hamburgers,04/27/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,7,A,04/27/2017,06/28/2020,Cycle Inspection / Initial Inspection
50010393,MCDONALDS,Manhattan,608,WEST  207 STREET,10034,2123043611,American,07/17/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,5,A,07/17/2018,06/28/2020,Cycle Inspection / Re-inspection
50092906,MCDONALD'S,Manhattan,1528,BROADWAY,10036,9174095946,American,03/06/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,03/06/2020,06/28/2020,Pre-permit (Operational) / Re-inspection
50006070,MCDONALD'S,Queens,4012,NATIONAL ST,11368,7186720369,American,05/19/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,20,,,06/28/2020,Cycle Inspection / Initial Inspection
41442614,MCDONALD'S,Queens,12034,QUEENS BOULEVARD,11415,7185442407,Hamburgers,02/05/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10,A,02/05/2020,06/28/2020,Cycle Inspection / Initial Inspection
41064863,MCDONALD'S,Bronx,599,EAST TREMONT AVENUE,10457,7187314755,Hamburgers,02/23/2018,Establishment re-opened by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Y,9,C,02/23/2018,06/28/2020,Cycle Inspection / Reopening Inspection
40395910,MCDONALD'S,Queens,250-01,NORTHERN BOULEVARD,11362,7182297701,Hamburgers,04/02/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,04/02/2019,06/28/2020,Cycle Inspection / Initial Inspection
40398367,MCDONALD'S,Queens,3001,STRATTON STREET,11354,7185394570,Hamburgers,06/19/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,06/19/2018,06/28/2020,Cycle Inspection / Initial Inspection
